school_id,name,boards,number_of_boards,state,district,pincode,country,udise_plus_id,udise_code_masked,staffroom_url
sr106300,SANSKRITI INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,SHAMLI,251305,India,,,https://www.thestaffroom.in/school/sanskriti-international-school~sr106300
sr106301,S.R.MEMORIAL SCHOOL,CBSE,1,UTTAR PRADESH,PRAYAGRAJ,211013,India,2196522,******01506,https://www.thestaffroom.in/school/s-r-memorial-school~sr106301
sr106302,"SETH M. R. JAIPURIA SCHOOL, VATSALYA CAMPUS",CBSE,1,UTTAR PRADESH,PRAYAGRAJ,212107,India,2203081,******04108,https://www.thestaffroom.in/school/seth-m-r-jaipuria-school-vatsalya-campus~sr106302
sr106303,MAHARSHI DAYANAND PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,UNNAO,209862,India,2193503,******04102,https://www.thestaffroom.in/school/maharshi-dayanand-public-school~sr106303
sr106304,BEN-HUR GURUKUL,CBSE,1,UTTAR PRADESH,PILIBHIT,262001,India,,,https://www.thestaffroom.in/school/ben-hur-gurukul~sr106304
sr106305,SANGYAN GLOBAL ACADEMY,CBSE,1,UTTAR PRADESH,AMBEDKAR NAGAR,224149,India,2184468,******08404,https://www.thestaffroom.in/school/sangyan-global-academy~sr106305
sr106306,ALLEN CONVENT SCHOOL,CBSE,1,UTTAR PRADESH,AGRA,283125,India,2182641,******05903,https://www.thestaffroom.in/school/allen-convent-school~sr106306
sr106307,INDUS VALLEY PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,LUCKNOW,226013,India,2204314,******00110,https://www.thestaffroom.in/school/indus-valley-public-school~sr106307
sr106308,MAA JANKI DEVI JEUTA DEVI PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,KUSHINAGAR,274406,India,2183014,******06909,https://www.thestaffroom.in/school/maa-janki-devi-jeuta-devi-public-school~sr106308
sr106309,ABG GURUKULAM,CBSE,1,UTTAR PRADESH,HATHRAS,204101,India,2185436,******12502,https://www.thestaffroom.in/school/abg-gurukulam~sr106309
sr106310,COLONELS ACADEMY GLOBAL,CBSE,1,UTTAR PRADESH,SHAHJAHANPUR,242001,India,2059403,******02504,https://www.thestaffroom.in/school/colonels-academy-global~sr106310
sr106311,V.B.D. INTERNATIONAL PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,KUSHINAGAR,274304,India,2191858,******01059,https://www.thestaffroom.in/school/v-b-d-international-public-school~sr106311
sr106312,FORD SCHOOL AND COLLEGE,CBSE,1,UTTAR PRADESH,PRAYAGRAJ,211008,India,2197143,******00578,https://www.thestaffroom.in/school/ford-school-and-college~sr106312
sr106313,CH. S.P.S. INTERNATIONAL SCHOOL SUDAMAPURI ALIGANJ ETAH,CBSE,1,UTTAR PRADESH,ETAH,207247,India,2069011,******03407,https://www.thestaffroom.in/school/ch-s-p-s-international-school-sudamapuri-aliganj-etah~sr106313
sr106314,SHASHI INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,FIROZABAD,283204,India,2194754,******04004,https://www.thestaffroom.in/school/shashi-international-school~sr106314
sr106315,R P R N PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,AMBEDKAR NAGAR,224122,India,2183774,******06314,https://www.thestaffroom.in/school/r-p-r-n-public-school~sr106315
sr106316,AMBIENCE GLOBAL PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,BAGHPAT,251609,India,2079093,******00403,https://www.thestaffroom.in/school/ambience-global-public-school~sr106316
sr106317,BODHI TARU INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201308,India,2146382,******17803,https://www.thestaffroom.in/school/bodhi-taru-international-school~sr106317
sr106318,MODERN WINGS PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,JAUNPUR,222129,India,2207603,******00245,https://www.thestaffroom.in/school/modern-wings-public-school~sr106318
sr106319,ANGELS PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,SAMBHAL,244302,India,2195632,******04502,https://www.thestaffroom.in/school/angels-public-school~sr106319
sr106320,U.J. INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,HARDOI,241126,India,2185995,******00622,https://www.thestaffroom.in/school/u-j-international-school~sr106320
sr106321,B.K.S.D. GLOBAL SCHOOL,CBSE,1,UTTAR PRADESH,KANPUR DEHAT,209112,India,,,https://www.thestaffroom.in/school/b-k-s-d-global-school~sr106321
sr106322,THE NEW HEIGHTS ACADEMY,CBSE,1,UTTAR PRADESH,SHAMLI,247774,India,,,https://www.thestaffroom.in/school/the-new-heights-academy~sr106322
sr106323,MOUNT CARMEL INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,KUSHINAGAR,274303,India,2191852,******13311,https://www.thestaffroom.in/school/mount-carmel-international-school~sr106323
sr106324,EASTERN CAMBRIDGE SENIOR SECONDARY SCHOOL,CBSE,1,UTTAR PRADESH,DEORIA,274702,India,,,https://www.thestaffroom.in/school/eastern-cambridge-senior-secondary-school~sr106324
sr106325,"G D GOENKA PUBLIC SCHOOL, RUDRAPUR ROAD",CBSE,1,UTTAR PRADESH,RAMPUR,244921,India,2188657,******06610,https://www.thestaffroom.in/school/g-d-goenka-public-school-rudrapur-road~sr106325
sr106326,RISING STAR PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,MORADABAD,244001,India,2101120,******04906,https://www.thestaffroom.in/school/rising-star-public-school~sr106326
sr106327,"SHRI DHANESHWAR INTERNATIONAL SCHOOL KUSUMHI KHURD, SIRGITHA GHAZIPUR UP",CBSE,1,UTTAR PRADESH,GHAZIPUR,233311,India,2185667,******09012,https://www.thestaffroom.in/school/shri-dhaneshwar-international-school-kusumhi-khurd-sirgitha-ghazipur-up~sr106327
sr106328,"SETH M. R. JAIPURIA SCHOOL, SHAHJAHANPUR",CBSE,1,UTTAR PRADESH,SHAHJAHANPUR,242001,India,,,https://www.thestaffroom.in/school/seth-m-r-jaipuria-school-shahjahanpur~sr106328
sr106329,SCHOLARS PUBLIC SCHOOL BALUA UDAIPUR VARANASI,CBSE,1,UTTAR PRADESH,VARANASI,221101,India,2049901,******11203,https://www.thestaffroom.in/school/scholars-public-school-balua-udaipur-varanasi~sr106329
sr106330,M K D PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,JAUNPUR,222202,India,2202049,******07704,https://www.thestaffroom.in/school/m-k-d-public-school~sr106330
sr106331,FATIMA MATA SCHOOL,CBSE,1,UTTAR PRADESH,JALAUN,285204,India,2025175,******00207,https://www.thestaffroom.in/school/fatima-mata-school~sr106331
sr106332,INFANT JESUS SCHOOL,CBSE,1,UTTAR PRADESH,JHANSI,284301,India,1963693,******02103,https://www.thestaffroom.in/school/infant-jesus-school~sr106332
sr106333,DR VIRENDRA SWARUP EDUCATION CENTER,CBSE,1,UTTAR PRADESH,KANPUR NAGAR,208010,India,2196256,******01101,https://www.thestaffroom.in/school/dr-virendra-swarup-education-center~sr106333
sr106334,AASTHA ELITE PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,MAINPURI,205265,India,2106991,******10909,https://www.thestaffroom.in/school/aastha-elite-public-school~sr106334
sr106335,RCL WORLD SCHOOL,CBSE,1,UTTAR PRADESH,MAINPURI,205001,India,2195578,******11202,https://www.thestaffroom.in/school/rcl-world-school~sr106335
sr106336,"SHITALMAU MONTESSORI SCHOOL, AJHARA, LALGANJ, PRATAPGARH, UP",CBSE,1,UTTAR PRADESH,PRATAPGARH,230132,India,2195685,******00305,https://www.thestaffroom.in/school/shitalmau-montessori-school-ajhara-lalganj-pratapgarh-up~sr106336
sr106337,RAINBOW PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,MORADABAD,244501,India,1975760,******12010,https://www.thestaffroom.in/school/rainbow-public-school~sr106337
sr106338,B.B.S PUBLIC INTER COLLEGE,CBSE,1,UTTAR PRADESH,PRATAPGARH,230201,India,2210195,******07708,https://www.thestaffroom.in/school/b-b-s-public-inter-college~sr106338
sr106339,DELHI PUBLIC INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,JAUNPUR,222102,India,2185684,******00203,https://www.thestaffroom.in/school/delhi-public-international-school~sr106339
sr106340,NALANDA WORLD SCHOOL,CBSE,1,UTTAR PRADESH,SAHARANPUR,247001,India,2186226,******09403,https://www.thestaffroom.in/school/nalanda-world-school~sr106340
sr106341,GANGA PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,BUDAUN,243631,India,,,https://www.thestaffroom.in/school/ganga-public-school~sr106341
sr106342,SHRI JAIVEER SINGH PREMLATA (I.C.) SECONDARY SCHOOL,CBSE,1,UTTAR PRADESH,FIROZABAD,283204,India,2195763,******01109,https://www.thestaffroom.in/school/shri-jaiveer-singh-premlata-i-c-secondary-school~sr106342
sr106343,NATIONAL PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,SULTANPUR,228001,India,2189352,******00205,https://www.thestaffroom.in/school/national-public-school~sr106343
sr106344,RAMRATI MEMORIAL CHILDREN SCHOOL,CBSE,1,UTTAR PRADESH,SULTANPUR,227812,India,2181396,******11004,https://www.thestaffroom.in/school/ramrati-memorial-children-school~sr106344
sr106345,UDAAN WORLD SCHOOL,CBSE,1,UTTAR PRADESH,BAREILLY,243201,India,2189178,******06305,https://www.thestaffroom.in/school/udaan-world-school~sr106345
sr106346,RAJA RANJEET SINGH INTTR COLLEGE,CBSE,1,UTTAR PRADESH,BAHRAICH,271801,India,1961457,******06306,https://www.thestaffroom.in/school/raja-ranjeet-singh-inttr-college~sr106346
sr106347,NARENDRA BAHADUR SHAHI SHIKSHA SEWA SANSTHAN,CBSE,1,UTTAR PRADESH,DEORIA,274702,India,2169968,******05102,https://www.thestaffroom.in/school/narendra-bahadur-shahi-shiksha-sewa-sansthan~sr106347
sr106348,ST. JOSEPH GLORIOUS PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,SULTANPUR,227408,India,2088836,******13201,https://www.thestaffroom.in/school/st-joseph-glorious-public-school~sr106348
sr106349,JAI NARAYAN PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,BAREILLY,243123,India,2188350,******04502,https://www.thestaffroom.in/school/jai-narayan-public-school~sr106349
sr106350,P. N. CENTRAL ACADEMY,CBSE,1,UTTAR PRADESH,PRAYAGRAJ,221508,India,2196088,******06503,https://www.thestaffroom.in/school/p-n-central-academy~sr106350
sr106351,SARASWATI BALIKA VIDYA MANDIR SECTOR I JANKIPURAM LKO,CBSE,1,UTTAR PRADESH,LUCKNOW,226021,India,,,https://www.thestaffroom.in/school/saraswati-balika-vidya-mandir-sector-i-jankipuram-lko~sr106351
sr106352,UMA BAIJANTI PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,JAUNPUR,222125,India,2093576,******07204,https://www.thestaffroom.in/school/uma-baijanti-public-school~sr106352
sr106353,NEW LIGHT NURSERY SCHOOL,CBSE,1,UTTAR PRADESH,AMBEDKAR NAGAR,224186,India,2080010,******09005,https://www.thestaffroom.in/school/new-light-nursery-school~sr106353
sr106354,JAI VIDYA CENTER OF EXCELLENCE,CBSE,1,UTTAR PRADESH,HARDOI,241001,India,2191495,******07902,https://www.thestaffroom.in/school/jai-vidya-center-of-excellence~sr106354
sr106355,SARDAR PATEL VIDYALAYA,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,203201,India,2186154,******00307,https://www.thestaffroom.in/school/sardar-patel-vidyalaya~sr106355
sr106356,KRISHNA GRAMBHARTI GLOBAL SCHOOL,CBSE,1,UTTAR PRADESH,MORADABAD,244602,India,2196265,******02020,https://www.thestaffroom.in/school/krishna-grambharti-global-school~sr106356
sr106357,SUNBEAM SENIOR SECONDARY SCHOOL,CBSE,1,UTTAR PRADESH,MAU,276403,India,2182233,******08502,https://www.thestaffroom.in/school/sunbeam-senior-secondary-school~sr106357
sr106358,KIDS HEAVEN PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,SAHARANPUR,251311,India,2178771,******02029,https://www.thestaffroom.in/school/kids-heaven-public-school~sr106358
sr106359,TSPS INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,FIROZABAD,283024,India,2063323,******13808,https://www.thestaffroom.in/school/tsps-international-school~sr106359
sr106360,ST VIVEKANAND PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,ALIGARH,202125,India,2184077,******05208,https://www.thestaffroom.in/school/st-vivekanand-public-school~sr106360
sr106361,PRAVEEN VIDYAPEETH,CBSE,1,UTTAR PRADESH,FIROZABAD,283151,India,2161544,******06102,https://www.thestaffroom.in/school/praveen-vidyapeeth~sr106361
sr106362,P S P A VIDYA MANDIR,CBSE,1,UTTAR PRADESH,BULANDSHAHAR,203390,India,2188752,******01601,https://www.thestaffroom.in/school/p-s-p-a-vidya-mandir~sr106362
sr106363,BALAJI GLOBAL ACADEMY,CBSE,1,UTTAR PRADESH,MAINPURI,205001,India,2184676,******10708,https://www.thestaffroom.in/school/balaji-global-academy~sr106363
sr106364,J.J.S. PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,AGRA,282009,India,2195898,******01605,https://www.thestaffroom.in/school/j-j-s-public-school~sr106364
sr106365,S B CENTRAL SCHOOL,CBSE,1,UTTAR PRADESH,VARANASI,221101,India,1981001,******06603,https://www.thestaffroom.in/school/s-b-central-school~sr106365
sr106366,JAGAT SINGH GLOBAL ACADEMY,CBSE,1,UTTAR PRADESH,MAINPURI,205263,India,2201274,******11602,https://www.thestaffroom.in/school/jagat-singh-global-academy~sr106366
sr106367,"ADARSH PUBLIC SCHOOL, RAMPUR BUJURG, BAREILLY",CBSE,1,UTTAR PRADESH,BAREILLY,243401,India,2208596,******05807,https://www.thestaffroom.in/school/adarsh-public-school-rampur-bujurg-bareilly~sr106367
sr106368,SIDDHARTH PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,SIDDHARTH NAGAR,272207,India,2206185,******01712,https://www.thestaffroom.in/school/siddharth-public-school~sr106368
sr106369,THE MILLENNIUM SCHOOL,CBSE,1,UTTAR PRADESH,MATHURA,281001,India,2195881,******12055,https://www.thestaffroom.in/school/the-millennium-school~sr106369
sr106370,TRIVENI DEVI PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,ETAH,207247,India,1941790,******05134,https://www.thestaffroom.in/school/triveni-devi-public-school~sr106370
sr106371,ST JOHN VIANNEY SCHOOL,CBSE,1,UTTAR PRADESH,LUCKNOW,226029,India,2122324,******12207,https://www.thestaffroom.in/school/st-john-vianney-school~sr106371
sr106372,BHARAT RAM GLOBAL SCHOOL,CBSE,1,UTTAR PRADESH,GHAZIABAD,201014,India,2195884,******03825,https://www.thestaffroom.in/school/bharat-ram-global-school~sr106372
sr106373,SETH M. R. JAIPURIA SCHOOL,CBSE,1,UTTAR PRADESH,KUSHINAGAR,274304,India,2185762,******08904,https://www.thestaffroom.in/school/seth-m-r-jaipuria-school~sr106373
sr106374,URMILA EDUCATIONAL ACADEMY,CBSE,1,UTTAR PRADESH,BASTI,272002,India,2072124,******04911,https://www.thestaffroom.in/school/urmila-educational-academy~sr106374
sr106375,"LOTUS VALLEY INTERNATIONAL SCHOOL, NOIDA EXTENSION",CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201306,India,2188164,******00131,https://www.thestaffroom.in/school/lotus-valley-international-school-noida-extension~sr106375
sr106376,INDUS INTERNATIONAL ACADEMY,CBSE,1,UTTAR PRADESH,LUCKNOW,226301,India,,,https://www.thestaffroom.in/school/indus-international-academy~sr106376
sr106377,K. P. INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,MEERUT,250406,India,2182013,******07401,https://www.thestaffroom.in/school/k-p-international-school~sr106377
sr106378,WISDOM WORLD SCHOOL,CBSE,1,UTTAR PRADESH,BULANDSHAHAR,203395,India,2191029,******07803,https://www.thestaffroom.in/school/wisdom-world-school~sr106378
sr106379,VIRENDRA PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,KANNAUJ,209721,India,2196646,******11154,https://www.thestaffroom.in/school/virendra-public-school~sr106379
sr106380,CITY HEART ACADEMY,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,203207,India,1978204,******08189,https://www.thestaffroom.in/school/city-heart-academy~sr106380
sr106381,MOUNT LITERA ZEE SCHOOL,CBSE,1,UTTAR PRADESH,LUCKNOW,226014,India,,,https://www.thestaffroom.in/school/mount-litera-zee-school~sr106381
sr106382,ST. MARYS ENGLISH MEDIUM SCHOOL,CBSE,1,UTTAR PRADESH,AMETHI,227405,India,2190221,******06004,https://www.thestaffroom.in/school/st-marys-english-medium-school~sr106382
sr106383,AMAN CENTRAL ENGLISH SCHOOL,CBSE,1,UTTAR PRADESH,VARANASI,221003,India,1905385,******13001,https://www.thestaffroom.in/school/aman-central-english-school~sr106383
sr106384,MOUNT VALLEY INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,BULANDSHAHAR,203001,India,2189432,******02012,https://www.thestaffroom.in/school/mount-valley-international-school~sr106384
sr106385,GOLDEN BELLS CHILDRENS ACADEMY,CBSE,1,UTTAR PRADESH,MEERUT,250002,India,2200622,******03826,https://www.thestaffroom.in/school/golden-bells-childrens-academy~sr106385
sr106386,R.S WORLD SCHOOL,CBSE,1,UTTAR PRADESH,VARANASI,221307,India,2184936,******06307,https://www.thestaffroom.in/school/r-s-world-school~sr106386
sr106387,RAJESHWARI PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,BULANDSHAHAR,203001,India,,,https://www.thestaffroom.in/school/rajeshwari-public-school~sr106387
sr106388,JEEVAN JYOTI PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,ALIGARH,202137,India,2208568,******04703,https://www.thestaffroom.in/school/jeevan-jyoti-public-school~sr106388
sr106389,SHIV ADARSH COLLEGE,CBSE,1,UTTAR PRADESH,FIROZABAD,283152,India,2196223,******00806,https://www.thestaffroom.in/school/shiv-adarsh-college~sr106389
sr106390,BRIGHT FUTURE ACADEMY,CBSE,1,UTTAR PRADESH,AZAMGARH,276302,India,2190468,******10009,https://www.thestaffroom.in/school/bright-future-academy~sr106390
sr106391,SHAKUNTLAM ACADEMY,CBSE,1,UTTAR PRADESH,SULTANPUR,227805,India,2184445,******08206,https://www.thestaffroom.in/school/shakuntlam-academy~sr106391
sr106392,V.R.PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,BUDAUN,243723,India,2188825,******01207,https://www.thestaffroom.in/school/v-r-public-school~sr106392
sr106393,CAMBRIDGE SCHOOL,CBSE,1,UTTAR PRADESH,AGRA,283203,India,2206953,******01307,https://www.thestaffroom.in/school/cambridge-school~sr106393
sr106394,DAU JI PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,AGRA,283126,India,2196386,******00148,https://www.thestaffroom.in/school/dau-ji-public-school~sr106394
sr106395,LORD ACADEMY SECONDARY SCHOOL,CBSE,1,UTTAR PRADESH,DEORIA,274202,India,2199041,******10415,https://www.thestaffroom.in/school/lord-academy-secondary-school~sr106395
sr106396,SALVATION TREE SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,203207,India,2188660,******00809,https://www.thestaffroom.in/school/salvation-tree-school~sr106396
sr106397,PATRIOT SIKSHA SANSTHAN,CBSE,1,UTTAR PRADESH,UNNAO,209801,India,2193907,******00407,https://www.thestaffroom.in/school/patriot-siksha-sansthan~sr106397
sr106398,JAGROSHAN PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,GORAKHPUR,273306,India,2186484,******03210,https://www.thestaffroom.in/school/jagroshan-public-school~sr106398
sr106399,THE CRESCENT SCHOOL,CBSE,1,UTTAR PRADESH,KUSHINAGAR,274301,India,,,https://www.thestaffroom.in/school/the-crescent-school~sr106399
sr106400,VARANASI VISHWNATH INTERNATIONAL PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,KANPUR NAGAR,209203,India,2189290,******00121,https://www.thestaffroom.in/school/varanasi-vishwnath-international-public-school~sr106400
sr106401,J.P. MEMORIAL GLOBAL SCHOOL,CBSE,1,UTTAR PRADESH,HARDOI,241201,India,2192200,******10607,https://www.thestaffroom.in/school/j-p-memorial-global-school~sr106401
sr106402,SAHAJ INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,GHAZIABAD,201010,India,2197297,******02329,https://www.thestaffroom.in/school/sahaj-international-school~sr106402
sr106403,LITTLE FLOWER CHILDREN SCHOOL,CBSE,1,UTTAR PRADESH,MAU,275304,India,2193826,******07808,https://www.thestaffroom.in/school/little-flower-children-school~sr106403
sr106404,SETH ANANDRAM JAIPURIA SCHOOL,CBSE,1,UTTAR PRADESH,AURAIYA,206247,India,2198896,******15505,https://www.thestaffroom.in/school/seth-anandram-jaipuria-school~sr106404
sr106405,FLORENCE INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,203207,India,2186160,******01006,https://www.thestaffroom.in/school/florence-international-school~sr106405
sr106406,THE MILLENNIUM SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201305,India,2189234,******09408,https://www.thestaffroom.in/school/the-millennium-school~sr106406
sr106407,ST XAVIERS SCHOOL,CBSE,1,UTTAR PRADESH,JAUNPUR,223101,India,2187161,******12810,https://www.thestaffroom.in/school/st-xaviers-school~sr106407
sr106408,STAIR EDUCATIONAL AND SPORTS SCHOOL,CBSE,1,UTTAR PRADESH,MUZAFFARNAGAR,251309,India,1974256,******05007,https://www.thestaffroom.in/school/stair-educational-and-sports-school~sr106408
sr106409,VENKATESHWARA WORLD SCHOOL,CBSE,1,UTTAR PRADESH,MEERUT,250001,India,,,https://www.thestaffroom.in/school/venkateshwara-world-school~sr106409
sr106410,K P PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,PRATAPGARH,230301,India,2216498,******04391,https://www.thestaffroom.in/school/k-p-public-school~sr106410
sr106411,P.N. NATIONAL PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,KUSHINAGAR,274401,India,2191918,******01018,https://www.thestaffroom.in/school/p-n-national-public-school~sr106411
sr106412,VIDYA NIKETAN PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,PILIBHIT,262122,India,2183305,******04326,https://www.thestaffroom.in/school/vidya-niketan-public-school~sr106412
sr106413,RAM MURARI PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,SHAHJAHANPUR,242301,India,2197939,******08303,https://www.thestaffroom.in/school/ram-murari-public-school~sr106413
sr106414,THECAMBRIDGE INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,HATHRAS,204101,India,2187895,******15101,https://www.thestaffroom.in/school/thecambridge-international-school~sr106414
sr106415,R S PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,AMETHI,227801,India,1948687,******00108,https://www.thestaffroom.in/school/r-s-public-school~sr106415
sr106416,KASHINATH INTERNATIONAL PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,GHAZIPUR,233229,India,2188201,******02303,https://www.thestaffroom.in/school/kashinath-international-public-school~sr106416
sr106417,GRIFFIN PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,AMBEDKAR NAGAR,224122,India,2186590,******15405,https://www.thestaffroom.in/school/griffin-public-school~sr106417
sr106418,ST. JUDES SCHOOL,CBSE,1,UTTAR PRADESH,LUCKNOW,227305,India,2136844,******11856,https://www.thestaffroom.in/school/st-judes-school~sr106418
sr106419,R.R.B. PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,PRAYAGRAJ,211008,India,,,https://www.thestaffroom.in/school/r-r-b-public-school~sr106419
sr106420,SHAKUNTLAM INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,ETAWAH,206131,India,2197273,******00110,https://www.thestaffroom.in/school/shakuntlam-international-school~sr106420
sr106421,ADARSH VIDYA MANDIR,CBSE,1,UTTAR PRADESH,MATHURA,281403,India,2199843,******08603,https://www.thestaffroom.in/school/adarsh-vidya-mandir~sr106421
sr106422,P.H. INTERNATIONAL PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,GORAKHPUR,273407,India,2197605,******02411,https://www.thestaffroom.in/school/p-h-international-public-school~sr106422
sr106423,SETH M.R. JAIPURIA SCHOOL ETAH,CBSE,1,UTTAR PRADESH,ETAH,207001,India,2198432,******09409,https://www.thestaffroom.in/school/seth-m-r-jaipuria-school-etah~sr106423
sr106424,DR. B. P. AGRAWAL SHIKSHA NIKETAN,CBSE,1,UTTAR PRADESH,FARRUKHABAD,209749,India,2196668,******05219,https://www.thestaffroom.in/school/dr-b-p-agrawal-shiksha-niketan~sr106424
sr106425,MILLENNIUM EDUCATIONAL ACADEMY,CBSE,1,UTTAR PRADESH,AYODHYA,224116,India,2191598,******00612,https://www.thestaffroom.in/school/millennium-educational-academy~sr106425
sr106426,DURGESH NANDINI SCHOOL,CBSE,1,UTTAR PRADESH,AYODHYA,224161,India,,,https://www.thestaffroom.in/school/durgesh-nandini-school~sr106426
sr106427,DHILLON EDUCATIONAL ACADEMY,CBSE,1,UTTAR PRADESH,RAMPUR,244901,India,2116558,******36607,https://www.thestaffroom.in/school/dhillon-educational-academy~sr106427
sr106428,ST. XAVIERS SCHOOL,CBSE,1,UTTAR PRADESH,ETAWAH,206125,India,2189075,******01503,https://www.thestaffroom.in/school/st-xaviers-school~sr106428
sr106429,ARISE INDIA PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,SITAPUR,261135,India,2188642,******01908,https://www.thestaffroom.in/school/arise-india-public-school~sr106429
sr106430,BABU DAUDAYAL ADVOCATE SARASWATI VIDYA MANDIR,CBSE,1,UTTAR PRADESH,MATHURA,281004,India,2196275,******02105,https://www.thestaffroom.in/school/babu-daudayal-advocate-saraswati-vidya-mandir~sr106430
sr106431,GREATER VALLEY SCHOOL,CBSE,1,UTTAR PRADESH,GORAKHPUR,273202,India,2186993,******02105,https://www.thestaffroom.in/school/greater-valley-school~sr106431
sr106432,SPRINGVILLE PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,GHAZIABAD,201102,India,2038897,******00124,https://www.thestaffroom.in/school/springville-public-school~sr106432
sr106433,MUKUND INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,BAREILLY,243001,India,2183313,******13903,https://www.thestaffroom.in/school/mukund-international-school~sr106433
sr106434,SHYAMA HARI TEJ (S.H.T.)PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,BASTI,272129,India,2200091,******13302,https://www.thestaffroom.in/school/shyama-hari-tej-s-h-t-public-school~sr106434
sr106435,SHAMBHU NATH DUBEY CONVENT SCHOOL,CBSE,1,UTTAR PRADESH,SULTANPUR,222302,India,2126461,******07602,https://www.thestaffroom.in/school/shambhu-nath-dubey-convent-school~sr106435
sr106436,SILVER BELLS SCHOOL,CBSE,1,UTTAR PRADESH,CHANDAULI,232103,India,1984852,******11809,https://www.thestaffroom.in/school/silver-bells-school~sr106436
sr106437,CHILDRENS ACADEMY,CBSE,1,UTTAR PRADESH,BIJNOR,246734,India,2067617,******35202,https://www.thestaffroom.in/school/childrens-academy~sr106437
sr106438,TRIBHUVANS DREAMLAND ACADEMY,CBSE,1,UTTAR PRADESH,VARANASI,221207,India,2042610,******11903,https://www.thestaffroom.in/school/tribhuvans-dreamland-academy~sr106438
sr106439,DEV RISHI INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,SAHARANPUR,247342,India,2188913,******07711,https://www.thestaffroom.in/school/dev-rishi-international-school~sr106439
sr106440,R P S GLOBAL SCHOOL,CBSE,1,UTTAR PRADESH,ALIGARH,202137,India,2200838,******07503,https://www.thestaffroom.in/school/r-p-s-global-school~sr106440
