school_id,board,board_code,udise_plus_id,udise_code_masked,match_type,match_note,evidence_url
sr99816,cbse,1730644,1738837,******01642,own,,
sr99817,cbse,1730645,1767123,******00109,own,,
sr99818,cbse,1730646,1798856,******09302,own,,
sr99819,cbse,1730647,1773679,******18031,own,,
sr99820,cbse,1730648,1732253,******08003,own,,
sr99821,cbse,1730649,1782402,******06614,own,,
sr99822,cbse,1730650,1807010,******21207,own,,
sr99823,cbse,1730651,1717658,******12105,own,,
sr99824,cbse,1730652,1798634,******01304,own,,
sr99825,cbse,1730653,1786331,******02527,own,,
sr99826,cbse,1730655,1792423,******04208,own,,
sr99827,cbse,1730656,1765100,******18747,own,,
sr99828,cbse,1730657,1712932,******17206,own,,
sr99829,cbse,1730658,1706196,******30525,own,,
sr99830,cbse,1730659,1766529,******04717,own,,
sr99831,cbse,1730660,1755696,******10314,own,,
sr99832,cbse,1730661,1725200,******10421,own,,
sr99833,cbse,1730662,1732990,******06325,own,,
sr99834,cbse,1730663,1746541,******10504,own,,
sr99835,cbse,1730664,1740892,******45629,own,,
sr99836,cbse,1730665,1726118,******03825,own,,
sr99837,cbse,1730666,1721269,******05520,own,,
sr99838,cbse,1730667,1757613,******01408,own,,
sr99839,cbse,1730668,1703921,******06105,own,,
sr99840,cbse,1730669,1771075,******00514,own,,
sr99841,cbse,1730670,1703233,******08023,own,,
sr99842,cbse,1730671,1730281,******22215,own,,
sr99843,cbse,1730672,1732067,******12306,own,,
sr99844,cbse,1730673,1764801,******15403,own,,
sr99845,cbse,1730674,1798716,******03524,own,,
sr99846,cbse,1730675,1785652,******01605,own,,
sr99847,cbse,1730676,1801843,******25706,own,,
sr99848,cbse,1730677,1778467,******21711,own,,
sr99849,cbse,1730678,1809909,******04503,own,,
sr99850,cbse,1730679,1746026,******06030,own,,
sr99851,cbse,1730680,1792509,******01557,own,,
sr99852,cbse,1730681,1709407,******03113,own,,
sr99853,cbse,1730682,1772224,******05604,own,,
sr99854,cbse,1730683,1789177,******04106,own,,
sr99855,cbse,1730684,1734571,******15803,own,,
sr99856,cbse,1730685,1785409,******02324,own,,
sr99857,cbse,1730686,1783308,******13106,own,,
sr99858,cbse,1730687,1708743,******14237,own,,
sr99859,cbse,1730688,1744133,******09604,own,,
sr99860,cbse,1730689,1745428,******04304,own,,
sr99861,cbse,1730690,1702977,******13006,own,,
sr99862,cbse,1730692,1714109,******07806,own,,
sr99863,cbse,1730693,,,own,,
sr99864,cbse,1730694,1727290,******21306,own,,
sr99865,cbse,1730695,1746341,******00137,own,,
sr99866,cbse,1730696,1733103,******14003,own,,
sr99867,cbse,1730697,1796590,******23514,own,,
sr99868,cbse,1730698,1799725,******15501,own,,
sr99869,cbse,1730700,1723732,******23323,own,,
sr99870,cbse,1730701,1717652,******00803,own,,
sr99871,cbse,1730702,1811431,******04931,own,,
sr99872,cbse,1730703,1765022,******00311,own,,
sr99873,cbse,1730705,1805176,******20865,own,,
sr99874,cbse,1730706,1727373,******17302,own,,
sr99875,cbse,1730707,1708739,******26202,own,,
sr99876,cbse,1730709,1791876,******00309,own,,
sr99877,cbse,1730710,1741260,******61603,own,,
sr99878,cbse,1730711,1721000,******14403,own,,
sr99879,cbse,1730712,1788509,******02405,own,,
sr99880,cbse,1730713,1725856,******03351,own,,
sr99881,cbse,1730714,1767074,******31202,own,,
sr99882,cbse,1730715,1703208,******05332,own,,
sr99883,cbse,1730716,1771156,******09811,own,,
sr99884,cbse,1730717,1710054,******07604,own,,
sr99885,cbse,1730718,1792100,******21534,own,,
sr99886,cbse,1730719,1700598,******13103,own,,
sr99887,cbse,1730720,1772538,******03031,own,,
sr99888,cbse,1730721,1769575,******25502,own,,
sr99889,cbse,1730722,1752697,******21406,own,,
sr99890,cbse,1730723,1771055,******09417,own,,
sr99891,cbse,1730724,1809898,******21718,own,,
sr99892,cbse,1730727,1775659,******08103,own,,
sr99893,cbse,1730728,1724323,******12408,own,,
sr99894,cbse,1730729,1711468,******07046,own,,
sr99895,cbse,1730730,1760269,******14303,own,,
sr99896,cbse,1730731,1766626,******03011,own,,
sr99897,cbse,1730732,,,own,,
sr99898,cbse,1730733,1714756,******15502,own,,
sr99899,cbse,1730734,1703268,******02511,own,,
sr99900,cbse,1730735,1801483,******05211,own,,
sr99901,cbse,1730736,1789693,******09402,own,,
sr99902,cbse,1730737,1705714,******09182,own,,
sr99903,cbse,1730738,1772637,******01522,own,,
sr99904,cbse,1730739,1727653,******44306,own,,
sr99905,cbse,1730740,1786779,******47705,own,,
sr99906,cbse,1730741,1713547,******03912,own,,
sr99907,cbse,1730742,1732101,******13808,own,,
sr99908,cbse,1730743,1807150,******27403,own,,
sr99909,cbse,1730744,1788361,******20407,own,,
sr99910,cbse,1730745,1727498,******21209,own,,
sr99911,cbse,1730746,1773393,******22502,own,,
sr99912,cbse,1730747,1737119,******16306,own,,
sr99913,cbse,1730748,,,own,,
sr99914,cbse,1730749,1776166,******03111,own,,
sr99915,cbse,1730750,1756150,******28701,own,,
sr99916,cbse,1730752,1780553,******31201,own,,
sr99917,cbse,1730753,1805311,******24106,own,,
sr99918,cbse,1730754,1736096,******08707,own,,
sr99919,cbse,1730756,1767118,******18021,own,,
sr99920,cbse,1730757,1714106,******06902,own,,
sr99921,cbse,1730758,1772140,******02576,own,,
sr99922,cbse,1730759,1771562,******18805,own,,
sr99923,cbse,1730760,1728482,******07105,own,,
sr99924,cbse,1730761,1715308,******17323,own,,
sr99925,cbse,1730762,1761026,******04203,own,,
sr99926,cbse,1730763,1807303,******10502,own,,
sr99927,cbse,1730764,1704407,******08006,own,,
sr99928,cbse,1730766,1798914,******00663,own,,
sr99929,cbse,1730767,1741585,******01303,own,,
sr99930,cbse,1730768,1701278,******10608,own,,
sr99931,cbse,1730769,,,own,,
sr99932,cbse,1730770,1732942,******03613,own,,
sr99933,cbse,1730771,1731213,******03639,own,,
sr99934,cbse,1730772,1792704,******09505,own,,
sr99935,cbse,1730773,1789443,******07006,own,,
sr99936,cbse,1730774,1754191,******05207,own,,
sr99937,cbse,1730775,1704713,******06406,own,,
sr99938,cbse,1730776,1724334,******08303,own,,
sr99939,cbse,1730777,1746593,******07939,own,,
sr99940,cbse,1730778,1780088,******04923,own,,
sr99941,cbse,1730779,,,own,,
sr99942,cbse,1730780,1749174,******03531,own,,
sr99943,cbse,1730781,1745099,******19106,own,,
sr99944,cbse,1730782,1781205,******01803,own,,
sr99945,cbse,1730783,1731849,******15913,own,,
sr99946,cbse,1730784,1765035,******28802,own,,
sr99947,cbse,1730785,1754485,******27906,own,,
sr99948,cbse,1730786,1759826,******03309,own,,
sr99949,cbse,1730787,1727044,******02703,own,,
sr99950,cbse,1730788,1747693,******27106,own,,
sr99951,cbse,1730789,1734545,******59402,own,,
sr99952,cbse,1730792,1782376,******10925,own,,
sr99953,cbse,1730794,1714822,******27501,own,,
sr99954,cbse,1730795,1750979,******03503,own,,
sr99955,cbse,1730796,1754158,******06701,own,,
sr99956,cbse,1730797,1739679,******00125,own,,
sr99957,cbse,1730798,1728437,******05707,own,,
sr99958,cbse,1730799,1799365,******03839,own,,
sr99959,cbse,1730800,1744454,******21404,own,,
sr99960,cbse,1730801,1789623,******19602,own,,
sr99961,cbse,1730802,1758916,******14204,own,,
sr99962,cbse,1730803,1799103,******01759,own,,
sr99963,cbse,1730804,1747282,******12101,own,,
sr99964,cbse,1730805,1792754,******02610,own,,
sr99965,cbse,1730806,1700571,******10701,own,,
sr99966,cbse,1730807,1741094,******18805,own,,
sr99967,cbse,1730808,1791480,******03402,own,,
sr99968,cbse,1730809,1724837,******18035,own,,
sr99969,cbse,1730810,1721047,******08914,own,,
sr99970,cbse,1730811,1715502,******08601,own,,
sr99971,cbse,1730812,1782683,******07122,own,,
sr99972,cbse,1730813,1772304,******03353,own,,
sr99973,cbse,1730814,1766960,******04108,own,,
sr99974,cbse,1730815,1701997,******07060,own,,
sr99975,cbse,1730816,1739940,******21883,own,,
sr99976,cbse,1730817,1773980,******29401,own,,
sr99977,cbse,1730818,,,own,,
sr99978,cbse,1730819,1808458,******30528,own,,
sr99979,cbse,1730820,1701938,******08913,own,,
sr99980,cbse,1730821,1803429,******07009,own,,
sr99981,cbse,1730822,1750793,******01624,own,,
sr99982,cbse,1730823,1782913,******10220,own,,
sr99983,cbse,1730824,1759714,******09525,own,,
sr99984,cbse,1730825,1757778,******00118,own,,
sr99985,cbse,1730826,1732094,******00485,own,,
sr99986,cbse,1730827,1792326,******04703,own,,
sr99987,cbse,1730828,1701073,******06409,own,,
sr99988,cbse,1730829,1786307,******05302,own,,
sr99989,cbse,1730830,1772305,******03473,own,,
sr99990,cbse,1730831,1721007,******15306,own,,
sr99991,cbse,1730832,1745541,******02318,own,,
sr99992,cbse,1730833,1735616,******00815,own,,
sr99993,cbse,1730834,1767640,******05313,own,,
sr99994,cbse,1730835,1703572,******12711,own,,
sr99995,cbse,1730836,1720962,******15216,own,,
sr99996,cbse,1730837,1779849,******03480,own,,
sr99997,cbse,1730838,1773169,******00148,own,,
sr99998,cbse,1730839,1811757,******04246,own,,
sr99999,cbse,1730840,1810996,******03013,own,,
sr100000,cbse,1730841,1712956,******08012,board_listed_twice,The board lists this school twice (renewed or re-entered); both entries are the same school - see evidence_url.,https://saras.cbse.gov.in/SARAS/AffiliatedList/AfflicationDetails/1730841
sr100000,cbse,1730874,1712956,******08012,board_listed_twice,The board lists this school twice (renewed or re-entered); both entries are the same school - see evidence_url.,https://saras.cbse.gov.in/SARAS/AffiliatedList/AfflicationDetails/1730874
sr100001,cbse,1730842,1787243,******00127,own,,
sr100002,cbse,1730843,1780496,******03403,own,,
sr100003,cbse,1730844,1775211,******00133,own,,
sr100004,cbse,1730845,1768056,******13010,own,,
sr100005,cbse,1730846,1755837,******08610,own,,
sr100006,cbse,1730847,1738676,******00941,own,,
sr100007,cbse,1730848,1781263,******01123,own,,
sr100008,cbse,1730849,1778223,******03107,own,,
sr100009,cbse,1730850,1768569,******10207,own,,
sr100010,cbse,1730851,1731367,******04028,own,,
sr100011,cbse,1730852,1719683,******03433,own,,
sr100012,cbse,1730853,,,own,,
sr100013,cbse,1730854,,,own,,
sr100014,cbse,1730855,1740948,******15205,own,,
sr100015,cbse,1730856,1809826,******08605,own,,
sr100016,cbse,1730857,1792648,******00257,own,,
sr100017,cbse,1730858,1792081,******07054,own,,
sr100018,cbse,1730859,1765754,******05004,own,,
sr100019,cbse,1730860,1799208,******09177,own,,
sr100020,cbse,1730861,1730673,******08309,own,,
sr100021,cbse,1730862,1750942,******04016,own,,
sr100022,cbse,1730863,1733911,******23401,own,,
sr100023,cbse,1730864,1805826,******05904,own,,
sr100024,cbse,1730865,1809226,******07004,own,,
sr100025,cbse,1730866,1739932,******13805,own,,
sr100026,cbse,1730867,1746444,******03212,own,,
sr100027,cbse,1730868,1765931,******01625,own,,
sr100028,cbse,1730869,1775317,******02105,own,,
sr100029,cbse,1730870,1786492,******01230,own,,
sr100030,cbse,1730871,1738969,******04619,own,,
sr100031,cbse,1730872,1744703,******32905,own,,
sr100032,cbse,1730873,1795893,******02602,own,,
sr100034,cbse,1730875,1727419,******15503,own,,
sr100035,cbse,1730876,1762154,******17309,own,,
sr100036,cbse,1730877,1783058,******03751,own,,
sr100037,cbse,1730878,1719352,******04121,own,,
sr100038,cbse,1730879,1739810,******08003,own,,
sr100039,cbse,1730880,1811760,******02006,own,,
sr100040,cbse,1730881,1787215,******15308,own,,
sr100041,cbse,1730882,1737827,******03910,own,,
sr100042,cbse,1730883,1811796,******03309,own,,
sr100043,cbse,1730884,1707435,******09502,own,,
sr100044,cbse,1730885,1769694,******08203,own,,
sr100045,cbse,1730886,1736814,******04510,own,,
sr100046,cbse,1730887,1808221,******03406,own,,
sr100047,cbse,1730888,1757489,******35902,own,,
sr100048,cbse,1730889,1719886,******03211,own,,
sr100049,cbse,1730890,1782827,******11902,own,,
sr100050,cbse,1730891,1808790,******00315,own,,
sr100051,cbse,1730892,1762147,******23603,board_listed_twice,The board lists this school twice (renewed or re-entered); both entries are the same school - see evidence_url.,https://saras.cbse.gov.in/SARAS/AffiliatedList/AfflicationDetails/1730892
sr100051,cbse,1730976,1762147,******23603,board_listed_twice,The board lists this school twice (renewed or re-entered); both entries are the same school - see evidence_url.,https://saras.cbse.gov.in/SARAS/AffiliatedList/AfflicationDetails/1730976
sr100052,cbse,1730893,1715424,******13913,own,,
sr100053,cbse,1730895,1748487,******15905,own,,
sr100054,cbse,1730896,1809513,******05802,own,,
sr100055,cbse,1730897,1730296,******06507,own,,
sr100056,cbse,1730898,1782938,******22302,own,,
sr100057,cbse,1730899,1778186,******02604,own,,
sr100058,cbse,1730900,1813160,******01805,own,,
sr100059,cbse,1730901,1706488,******05752,own,,
sr100060,cbse,1730902,1707914,******09302,own,,
sr100061,cbse,1730903,1722635,******27401,own,,
sr100062,cbse,1730904,1704519,******01306,own,,
sr100063,cbse,1730905,1723375,******05929,own,,
sr100064,cbse,1730906,1773564,******17327,own,,
sr100065,cbse,1730907,1724445,******05810,own,,
sr100066,cbse,1730908,1784019,******06802,own,,
sr100067,cbse,1730909,1798480,******09003,own,,
sr100068,cbse,1730910,1781713,******00509,own,,
sr100069,cbse,1730911,1760851,******10516,own,,
sr100070,cbse,1730912,1725204,******21715,own,,
sr100071,cbse,1730913,1742270,******09906,own,,
sr100072,cbse,1730914,1772194,******01325,own,,
sr100073,cbse,1730915,1785142,******01732,own,,
sr100074,cbse,1730916,1796484,******01806,own,,
sr100075,cbse,1730917,1703892,******02629,own,,
sr100076,cbse,1730918,1811782,******77003,own,,
sr100077,cbse,1730919,1703303,******08105,own,,
sr100078,cbse,1730920,1784720,******30104,own,,
sr100079,cbse,1730921,1739765,******01440,own,,
sr100080,cbse,1730922,1810012,******12005,own,,
sr100081,cbse,1730923,1750916,******03004,own,,
sr100082,cbse,1730924,1803175,******02521,own,,
sr100083,cbse,1730925,1733424,******36103,own,,
sr100084,cbse,1730926,1779345,******01129,own,,
sr100085,cbse,1730927,1721147,******26811,own,,
sr100086,cbse,1730928,1811787,******08907,own,,
sr100087,cbse,1730929,1811445,******01502,own,,
sr100088,cbse,1730930,,,own,,
sr100089,cbse,1730931,1720456,******21905,own,,
sr100090,cbse,1730932,1750520,******54904,own,,
sr100091,cbse,1730933,1781855,******04323,own,,
sr100092,cbse,1730934,1724386,******02302,own,,
sr100093,cbse,1730935,1746300,******01902,own,,
sr100094,cbse,1730936,1773156,******16102,own,,
sr100095,cbse,1730937,1809568,******05326,own,,
sr100096,cbse,1730939,1791976,******32602,own,,
sr100097,cbse,1730940,1808673,******00951,own,,
sr100098,cbse,1730941,1781107,******16701,own,,
sr100099,cbse,1730942,1765156,******18501,own,,
sr100100,cbse,1730943,1771879,******15317,own,,
sr100101,cbse,1730944,1810418,******06337,own,,
sr100102,cbse,1730945,1805295,******16006,own,,
sr100103,cbse,1730946,1766824,******04924,own,,
sr100104,cbse,1730947,1755117,******21505,own,,
sr100105,cbse,1730948,1719336,******21704,own,,
sr100106,cbse,1730949,1812550,******02813,own,,
sr100107,cbse,1730950,1810383,******13018,own,,
sr100108,cbse,1730951,1707645,******18022,own,,
sr100109,cbse,1730952,1720052,******34642,own,,
sr100110,cbse,1730953,1781384,******19808,own,,
sr100111,cbse,1730954,1809823,******05805,own,,
sr100112,cbse,1730955,1808761,******15707,own,,
sr100113,cbse,1730956,1731905,******00111,own,,
sr100114,cbse,1730957,1720006,******25316,own,,
sr100115,cbse,1730958,1811897,******03492,own,,
sr100116,cbse,1730959,1805337,******08206,own,,
sr100117,cbse,1730960,1808949,******19213,own,,
sr100118,cbse,1730961,1786573,******19113,own,,
sr100119,cbse,1730962,1808196,******10907,own,,
sr100120,cbse,1730963,1810090,******01768,own,,
sr100121,cbse,1730964,1700663,******05726,own,,
sr100122,cbse,1730965,1773095,******04006,own,,
sr100123,cbse,1730966,1711322,******10204,own,,
sr100124,cbse,1730967,1738394,******14506,own,,
sr100125,cbse,1730968,1707692,******08102,own,,
sr100126,cbse,1730969,1810158,******04315,own,,
sr100127,cbse,1730970,1731344,******52703,own,,
sr100128,cbse,1730971,1772121,******00231,own,,
sr100129,cbse,1730972,1766563,******06310,own,,
sr100130,cbse,1730973,1772266,******04007,own,,
sr100131,cbse,1730974,1811080,******23408,own,,
sr100132,cbse,1730975,1809178,******15101,own,,
sr100134,cbse,1730977,1786353,******07409,own,,
sr100135,cbse,1730978,1793152,******00141,own,,
sr100136,cbse,1730979,1812090,******22819,own,,
sr100137,cbse,1730980,1803094,******25503,own,,
sr100138,cbse,1730981,1799791,******03767,own,,
sr100139,cbse,1730982,1741015,******02317,own,,
sr100140,cbse,1730983,1808956,******18503,own,,
sr100141,cbse,1730984,1811097,******09004,own,,
sr100142,cbse,1730985,1813906,******00816,own,,
sr100143,cbse,1730986,1803179,******03822,own,,
sr100144,cbse,1730987,1810986,******01407,own,,
sr100145,cbse,1730988,1811297,******21404,own,,
sr100146,cbse,1730989,1811218,******01860,own,,
sr100147,cbse,1730990,1703823,******07817,own,,
sr100148,cbse,1730991,1715417,******02803,own,,
sr100149,cbse,1730992,1810128,******01231,own,,
sr100150,cbse,1730993,1753430,******12509,own,,
sr100151,cbse,1730994,1734754,******23516,own,,
sr100152,cbse,1730995,1741039,******33205,own,,
sr100153,cbse,1730996,1811539,******16101,own,,
sr100154,cbse,1730997,1813746,******16617,own,,
sr100155,cbse,1730998,1740490,******19601,own,,
sr100156,cbse,1730999,1811259,******14406,own,,
sr100157,cbse,1731000,1814915,******01005,own,,
sr100158,cbse,1731001,1810773,******13304,own,,
sr100159,cbse,1731002,1805715,******01855,own,,
sr100160,cbse,1731003,,,own,,
sr100161,cbse,1731004,1809899,******03502,own,,
sr100162,cbse,1731005,1744388,******02007,own,,
sr100163,cbse,1731006,1811663,******35910,own,,
sr100164,cbse,1731007,1731616,******24401,own,,
sr100165,cbse,1731008,1732830,******18011,own,,
sr100166,cbse,1731009,1810725,******07202,own,,
sr100167,cbse,1731010,1788468,******17309,own,,
sr100168,cbse,1731011,1733311,******49232,own,,
sr100169,cbse,1731012,1806204,******01011,own,,
sr100170,cbse,1731013,1751626,******18604,own,,
sr100171,cbse,1731014,1787146,******01205,own,,
sr100172,cbse,1731015,1809576,******07206,own,,
sr100173,cbse,1731016,1809918,******09502,own,,
sr100174,cbse,1731017,1754181,******20416,own,,
sr100175,cbse,1731018,1811149,******00110,own,,
sr100176,cbse,1731019,1811015,******02134,own,,
sr100177,cbse,1731020,,,own,,
sr100178,cbse,1731021,1811398,******03528,own,,
sr100179,cbse,1731022,1808830,******06903,own,,
sr100180,cbse,1731023,1749291,******06802,own,,
sr100181,cbse,1731024,1796135,******01005,own,,
sr100182,cbse,1731025,1797805,******02716,own,,
sr100183,cbse,1731026,1748775,******00204,own,,
sr100184,cbse,1731027,1774232,******30902,own,,
sr100185,cbse,1731028,1725037,******11710,own,,
sr100186,cbse,1731029,1802011,******00653,own,,
sr100187,cbse,1731030,1753611,******01804,own,,
sr100188,cbse,1731031,1706024,******05662,own,,
sr100189,cbse,1731032,1702955,******02415,own,,
sr100190,cbse,1731033,1796134,******17710,own,,
sr100191,cbse,1731034,1747473,******48104,own,,
sr100192,cbse,1731035,,,own,,
sr100193,cbse,1731036,1746422,******01765,own,,
sr100194,cbse,1731037,1715546,******20105,own,,
sr100195,cbse,1731038,1723666,******04608,own,,
sr100196,cbse,1731084,1811871,******02023,own,,
sr100197,cbse,1731085,1810715,******26701,own,,
sr100198,cbse,1731086,1811587,******00854,own,,
sr100199,cbse,1731087,1810086,******01814,own,,
sr100200,cbse,1731088,1758953,******00444,own,,
sr100201,cbse,1731089,1811974,******01841,own,,
sr100202,cbse,1731090,1812265,******02904,own,,
sr100203,cbse,1731091,1811658,******05203,own,,
sr100204,cbse,1731092,1811771,******01906,own,,
sr100205,cbse,1731093,1808910,******04751,own,,
sr100206,cbse,1731094,1811924,******15204,own,,
sr100207,cbse,1731095,1706439,******00903,own,,
sr100208,cbse,1731096,1792721,******02616,own,,
sr100209,cbse,1731097,1811447,******12305,own,,
sr100210,cbse,1731098,1812026,******11710,own,,
sr100211,cbse,1731099,1794481,******12405,own,,
sr100212,cbse,1731100,1811471,******17104,own,,
sr100213,cbse,1731101,1813453,******10405,own,,
sr100214,cbse,1731102,1810704,******13007,own,,
sr100215,cbse,1731103,1700291,******05912,own,,
sr100216,cbse,1731104,1809191,******09502,own,,
sr100217,cbse,1731105,1745005,******13804,own,,
sr100218,cbse,1731106,1813464,******10605,own,,
sr100219,cbse,1731107,1811381,******03804,own,,
sr100220,cbse,1731108,1811845,******11910,own,,
sr100221,cbse,1731109,1810479,******49619,own,,
sr100222,cbse,1731110,1737943,******13206,own,,
sr100223,cbse,1731111,1813417,******03603,own,,
sr100224,cbse,1731112,1720072,******00105,own,,
sr100225,cbse,1731113,1813465,******05501,own,,
sr100226,cbse,1731114,1791973,******52105,own,,
sr100227,cbse,1731115,1813875,******11903,own,,
sr100228,cbse,1731116,1780253,******04807,own,,
sr100229,cbse,1731117,1812040,******05214,own,,
sr100230,cbse,1731118,1762430,******14723,own,,
sr100231,cbse,1731119,1760525,******27803,own,,
sr100232,cbse,1731120,1813699,******07801,own,,
sr100233,cbse,1731121,1810953,******03730,own,,
sr100234,cbse,1731122,1812798,******16204,own,,
sr100235,cbse,1731123,1814225,******07601,own,,
sr100236,cbse,1731124,1813856,******15001,own,,
sr100237,cbse,1731125,1812643,******08005,own,,
sr100238,cbse,1731126,1808450,******14508,own,,
sr100239,cbse,1731127,1810769,******04025,own,,
sr100240,cbse,1731129,1727844,******31004,own,,
sr100241,cbse,1731130,1724203,******02009,own,,
sr100242,cbse,1731131,1757828,******09202,own,,
sr100243,cbse,1731132,1813462,******08717,own,,
sr100244,cbse,1731133,1808399,******00721,own,,
sr100245,cbse,1731134,1811937,******07636,own,,
sr100246,cbse,1731135,1771604,******13804,own,,
sr100247,cbse,1731136,1748445,******23805,own,,
sr100248,cbse,1731137,1802088,******03202,own,,
sr100249,cbse,1731138,1812637,******20503,own,,
sr100250,cbse,1731139,1708228,******12011,own,,
sr100251,cbse,1731140,1815817,******30645,own,,
sr100252,cbse,1731141,1811995,******10209,own,,
sr100253,cbse,1731142,,,own,,
sr100254,cbse,1731143,1795580,******00807,own,,
sr100255,cbse,1731144,1724707,******00134,own,,
sr100256,cbse,1731145,1813073,******14705,own,,
sr100257,cbse,1731146,1813876,******04203,own,,
sr100258,cbse,1731147,1810863,******12011,own,,
sr100259,cbse,1731148,1810113,******01569,own,,
sr100260,cbse,1731149,1813454,******02402,own,,
sr100261,cbse,1731150,,,own,,
sr100262,cbse,1731151,1720099,******20304,own,,
sr100263,cbse,1731152,1811483,******06005,own,,
sr100264,cbse,1731153,1757867,******23337,own,,
sr100265,cbse,1731154,1813105,******04007,own,,
sr100266,cbse,1731155,1815820,******14701,own,,
sr100267,cbse,1731156,1811273,******02220,own,,
sr100268,cbse,1731157,1814532,******31345,own,,
sr100269,cbse,1731158,1754687,******48304,own,,
sr100270,cbse,1731159,1803454,******01420,own,,
sr100271,cbse,1731160,1723773,******03725,own,,
sr100272,cbse,1731161,1810820,******07904,own,,
sr100273,cbse,1731162,1813139,******18702,own,,
sr100274,cbse,1731163,,,own,,
sr100275,cbse,1731164,1798714,******21229,own,,
sr100276,cbse,1731165,1813670,******12508,own,,
sr100277,cbse,1731166,1701189,******05039,own,,
sr100278,cbse,1731167,1745006,******10406,own,,
sr100279,cbse,1731168,1813667,******02807,own,,
sr100280,cbse,1731169,1718568,******06901,own,,
sr100281,cbse,1731170,,,own,,
sr100282,cbse,1731171,1754630,******13705,own,,
sr100283,cbse,1731172,1792288,******01831,own,,
sr100284,cbse,1731173,,,own,,
sr100285,cbse,1731174,1731954,******25108,own,,
sr100286,cbse,1731175,1709514,******01808,own,,
sr100287,cbse,1731176,1800724,******37102,own,,
sr100288,cbse,1731177,,,own,,
sr100289,cbse,1731178,1737498,******07502,own,,
sr100290,cbse,1731179,1814453,******13020,own,,
sr100291,cbse,1731180,1813494,******06807,own,,
sr100292,cbse,1731181,1802051,******08906,own,,
sr100293,cbse,1731183,1814678,******22301,own,,
sr100294,cbse,1731184,,,own,,
sr100295,cbse,1731185,1809814,******16405,own,,
sr100296,cbse,1731186,,,own,,
sr100298,cbse,1731188,1816148,******00090,own,,
sr100299,cbse,1731189,1721347,******15992,own,,
sr100300,cbse,1731190,1815683,******13301,own,,
sr100301,cbse,1731191,1811233,******08709,own,,
sr100302,cbse,1731192,1815343,******08909,own,,
sr100303,cbse,1731193,1815874,******23502,own,,
sr100304,cbse,1731194,1746510,******10203,own,,
sr100305,cbse,1731195,1813076,******08908,own,,
sr100306,cbse,1731196,,,own,,
sr100307,cbse,1731197,,,own,,
sr100308,cbse,1731198,1711170,******02607,own,,
sr100309,cbse,1731199,1814608,******22701,own,,
sr100310,cbse,1731200,1778119,******13507,own,,
sr100311,cbse,1731201,1815047,******11414,own,,
sr100312,cbse,1731202,1737453,******00130,own,,
sr100313,cbse,1731203,1816058,******06316,own,,
sr100314,cbse,1731204,1816651,******19701,own,,
sr100315,cbse,1731205,1815073,******07723,own,,
sr100316,cbse,1731206,,,own,,
sr100317,cbse,1731207,1813443,******03541,own,,
sr100318,cbse,1731208,1816773,******01905,own,,
sr100319,cbse,1731209,1780202,******18607,own,,
sr100320,cbse,1731210,1814025,******07802,own,,
sr100321,cbse,1731211,1813230,******12203,own,,
sr100322,cbse,1731212,1815856,******00054,own,,
sr100323,cbse,1731213,1762207,******01309,own,,
sr100324,cbse,1731214,1815007,******02607,own,,
sr100325,cbse,1731215,1753207,******13703,own,,
sr100326,cbse,1731216,1760400,******15605,own,,
sr100327,cbse,1731217,1808717,******01715,own,,
sr100328,cbse,1731218,1814218,******01408,own,,
sr100329,cbse,1731219,1706459,******05715,own,,
sr100330,cbse,1731220,1813664,******02129,own,,
sr100331,cbse,1731221,,,own,,
sr100332,cbse,1731222,1719273,******11802,own,,
sr100333,cbse,1731223,1811940,******07924,own,,
sr100334,cbse,1731224,1705547,******06703,own,,
sr100335,cbse,1731225,1738539,******11610,own,,
sr100336,cbse,1731226,1761085,******14602,own,,
sr100337,cbse,1731227,1814642,******10801,own,,
sr100338,cbse,1731228,1814522,******49827,own,,
sr100339,cbse,1731229,,,own,,
sr100340,cbse,1731230,1725456,******00334,own,,
sr100341,cbse,1731231,,,own,,
sr100342,cbse,1731232,,,own,,
sr100343,cbse,1731233,1719008,******03921,own,,
sr100344,cbse,1731234,1815152,******06102,own,,
sr100345,cbse,1731235,,,own,,
sr100346,cbse,1731236,1716085,******07401,own,,
sr100347,cbse,1731237,1767516,******61701,own,,
sr100348,cbse,1731238,1810249,******20704,own,,
sr100349,cbse,1731239,1747787,******17219,own,,
sr100350,cbse,1731240,1813039,******28303,own,,
sr100351,cbse,1731241,1712071,******08203,own,,
sr100352,cbse,1731242,1817409,******00460,own,,
sr100353,cbse,1731243,1806885,******40706,own,,
sr100354,cbse,1731244,1817672,******00752,own,,
sr100355,cbse,1731245,1794290,******20401,own,,
sr100356,cbse,1731246,1815076,******00316,own,,
sr100357,cbse,1731247,1817710,******00696,own,,
sr100358,cbse,1731248,1701994,******14289,own,,
sr100359,cbse,1731249,1769802,******04535,own,,
sr100360,cbse,1731250,,,own,,
sr100361,cbse,1731251,1814221,******02233,own,,
sr100362,cbse,1731252,1817478,******00504,own,,
sr100363,cbse,1731253,,,own,,
sr100364,cbse,1731254,,,own,,
sr100365,cbse,1731255,1775068,******03818,own,,
sr100366,cbse,1731256,1772392,******09165,own,,
sr100367,cbse,1731257,1817113,******01506,own,,
sr100368,cbse,1731259,,,own,,
sr100369,cbse,1731260,1734386,******13203,own,,
